REGION,WARD
SINGIDA,Makuro
SINGIDA,Merya
SINGIDA,Mgori
SINGIDA,Mrama
SINGIDA,Msange
SINGIDA,Msisi
SINGIDA,Mtinko
SINGIDA,Mudida
SINGIDA,Mughamo
SINGIDA,Mughunga
SINGIDA,Mwasauya
SINGIDA,Ngimu
SINGIDA,Ntonge
SINGIDA,Ughandi
SINGIDA,Ipembe
SINGIDA,Kindai
SINGIDA,Kisaki
SINGIDA,Majengo
SINGIDA,Mandewa
SINGIDA,Minga
SINGIDA,Misuna
SINGIDA,Mitunduruni
SINGIDA,Mtamaa
SINGIDA,Mtipa
SINGIDA,Mughanga
SINGIDA,Mungumaji
SINGIDA,Mwankoko
SINGIDA,Uhamaka
SINGIDA,Unyambwa
SINGIDA,Unyamikumbi
SINGIDA,Unyianga
SINGIDA,Utemini
SONGWE,Bupigu
SONGWE,Chitete
SONGWE,Ibaba
SONGWE,Ikinga
SONGWE,Isongole
SONGWE,Itale
SONGWE,Itumba
SONGWE,Kafule
SONGWE,Kalembo
SONGWE,Lubanda
SONGWE,Luswisi
SONGWE,Malangali
SONGWE,Mbebe
SONGWE,Mlale
SONGWE,Ndola
SONGWE,Ngulilo
SONGWE,Ngulugulu
SONGWE,Sange
SONGWE,Bara
SONGWE,Halungu
SONGWE,Hasamba
SONGWE,Hasanga
SONGWE,Hezya
SONGWE,Ichenjezya
SONGWE,Idiwili
SONGWE,Igamba
SONGWE,Ihanda
SONGWE,Ilolo
SONGWE,Ipunga
SONGWE,Isandula
SONGWE,Isansa
SONGWE,Itaka
SONGWE,Itumpi
SONGWE,Iyula
SONGWE,Kilimampimbi
SONGWE,Magamba
SONGWE,Mlangali
SONGWE,Mlowo
SONGWE,Msia
SONGWE,Myovizi
SONGWE,Nambinzo
SONGWE,Nanyala
SONGWE,Nyimbili
SONGWE,Ruanda
SONGWE,Shiwinga
SONGWE,Vwawa
SONGWE,Wasa
SONGWE,Chilulumo
SONGWE,Ikana
SONGWE,Ivuna
SONGWE,Kamsamba
SONGWE,Kapele
SONGWE,Mkomba
SONGWE,Mkulwe
SONGWE,Mpapa
SONGWE,Msangano
SONGWE,Myunga
SONGWE,Ndalambo
SONGWE,Nkangamo
SONGWE,Nzoka
SONGWE,Changiombe
SONGWE,Galula
SONGWE,Gua
SONGWE,Ifwenkenya
SONGWE,Kanga
SONGWE,Kapalala
SONGWE,Manda
SONGWE,Mbangala
SONGWE,Mbuyuni
SONGWE,Mkwajuni
SONGWE,Mpona
SONGWE,Mwambani
SONGWE,Namkukwe
SONGWE,Ngwala
SONGWE,Saza
SONGWE,Totowe
SONGWE,Udinde
SONGWE,Chapwa
SONGWE,Chipaka
SONGWE,Chiwezi
SONGWE,Kaloleni
SONGWE,Katete
SONGWE,Majengo
SONGWE,Maporomoko
SONGWE,Mpande
SONGWE,Mpemba
SONGWE,Muungano
SONGWE,Mwakakati
SONGWE,Sogea
SONGWE,Tunduma
SONGWE,Uwanjani
TABORA,Bukoko
TABORA,Chabutwa
TABORA,Chomachankola
TABORA,Iborogelo
TABORA,Igoweko
TABORA,Igunga
TABORA,Igurubi
TABORA,Isakamaliwa
TABORA,Itumba
TABORA,Itunduru
TABORA,Kining'inila
TABORA,Kinungu
TABORA,Kitangili
TABORA,Lugubu
TABORA,Mbutu
TABORA,Mtunguru
TABORA,Mwamakoma
TABORA,Mwamala
TABORA,Mwamashiga
TABORA,Mwamashimba
TABORA,Mwashikumbili
TABORA,Mwisi
TABORA,Nanga
TABORA,Ndembezi
TABORA,Ngulu
TABORA,Nguvumoja
TABORA,Nkinga
TABORA,Ntobo
TABORA,Nyandekwa
TABORA,Simbo
TABORA,Sungwizi
TABORA,Tambalale
TABORA,Ugaka
TABORA,Uswaya
TABORA,Ziba
TABORA,Ichemba
TABORA,Igagala
TABORA,Igombemkulu
TABORA,Igwisi
TABORA,Ilege
TABORA,Kaliua
TABORA,Kamsekwa
TABORA,Kanindo
TABORA,Kanoge
TABORA,Kashishi
TABORA,Kazaroho
TABORA,Kona nne
TABORA,Makingi
TABORA,Milambo
TABORA,Mwongozo
TABORA,Nhwande*
TABORA,Sasu
TABORA,Seleli
TABORA,Silambo
TABORA,Ufukutwa
TABORA,Ugunga
TABORA,Ukumbi Siganga
TABORA,Usenye
TABORA,Ushokola
TABORA,Usimba
TABORA,Usinge
TABORA,Uyowa
TABORA,Zugimlole
TABORA,Budushi
TABORA,Bukene
TABORA,Igusule
TABORA,Ikindwa
TABORA,Isagenhe
TABORA,Isanzu
TABORA,Itobo
TABORA,Kamanhalanga
TABORA,Karitu
TABORA,Kasela
TABORA,Lusu
TABORA,Magengati
TABORA,Mambali
TABORA,Mbagwa
TABORA,Milambo Itobo
TABORA,Mizibaziba
TABORA,Mogwa
TABORA,Muhugi
TABORA,Mwakashanhala
TABORA,Mwangoye
TABORA,Mwantundu
TABORA,Mwasala
TABORA,Nata
TABORA,Ndala
TABORA,Nkiniziwa
TABORA,Puge
TABORA,Semembela
TABORA,Shigamba
TABORA,Sigili
TABORA,Tongi
TABORA,Uduka
TABORA,Ugembe
TABORA,Utwigu
TABORA,Wela
TABORA,Ijanija
TABORA,Itilo
TABORA,Mbogwe
TABORA,Miguwa
TABORA,Mwanzoli
TABORA,Nzega Mjini Magharibi
TABORA,Nzega Mjini Mashariki
TABORA,Nzega Ndogo
TABORA,Uchama
TABORA,Igigwa
TABORA,Ipole
TABORA,Kiloleli
TABORA,Kiloli
TABORA,Kilumbi
TABORA,Kipanga
TABORA,Kipili
TABORA,Kisanga
TABORA,Kitunda
TABORA,Misheni
TABORA,Mkolye
TABORA,Mole
TABORA,Mpombwe
TABORA,Ngoywa
TABORA,Nyahua
TABORA,Pangale
TABORA,Sikonge
TABORA,Tutuo
TABORA,Usunga
TABORA,Chemchem
TABORA,Cheyo
TABORA,Gongoni
TABORA,Ifucha
TABORA,Ikomwa
TABORA,Ipuli
TABORA,Isevya
TABORA,Itetemia
TABORA,Itonjanda
TABORA,Kabila
TABORA,Kakola
TABORA,Kalunde
TABORA,Kanyenye
TABORA,Kidongochekundu
TABORA,Kiloleni
TABORA,Kitete
TABORA,Malolo
TABORA,Mapambano
TABORA,Mbugani
TABORA,Misha
TABORA,Mpela
TABORA,Mtenedeni
TABORA,Mwinyi
TABORA,Ndevelwa
TABORA,Ng'ambo
TABORA,Ntalikwa
TABORA,Tambuka-Reli
TABORA,Tumbi
TABORA,Uyui
TABORA,Bukumbi
TABORA,Goweko
TABORA,Ibelamilundi
TABORA,Ibiri
TABORA,Igalula
TABORA,Igulungu
TABORA,Ikongolo
TABORA,Ilolangulu
TABORA,Isikizya
TABORA,Isila
TABORA,Kalola
TABORA,Kigwa
TABORA,Kizengi
TABORA,Loya
TABORA,Lutende
TABORA,Mabama
TABORA,Magiri
TABORA,Makazi
TABORA,Miswaki
TABORA,Miyenze
TABORA,Mmale
TABORA,Ndono
TABORA,Nsimbo
TABORA,Nsololo
TABORA,Nzubuka
TABORA,Shitage
TABORA,Tura
TABORA,Ufuluma
TABORA,Upuge
TABORA,Usagari
TABORA,Imalamakoye
TABORA,Itundu
TABORA,Kapilula
TABORA,Kasisi
TABORA,Kiyungi
TABORA,Mchikichini
TABORA,Muungano
TABORA,Nsenda
TABORA,Songambele
TABORA,Ugalla
TABORA,Ukondamoyo
TABORA,Urambo
TABORA,Usisya
TABORA,Ussoke
TABORA,Uyogo
TABORA,Uyumbu
TABORA,Vumilia
TANGA,Baga
TANGA,Bumbuli
TANGA,"Dule ""B"""
TANGA,Funta
TANGA,Kisiwani
TANGA,Kwemkomole
TANGA,Mahezangulu
TANGA,Mamba
TANGA,Mayo
TANGA,Mbuzii
TANGA,Mgwashi
TANGA,Milingano
TANGA,Mponde
TANGA,Nkongoi
TANGA,Soni
TANGA,Tamota
TANGA,Usambara
TANGA,Vuga
TANGA,Kabuku
TANGA,Kabuku ndani
TANGA,Kang'ata
TANGA,Kitumbi
TANGA,Kiva
TANGA,Komkonga
TANGA,Kwachaga
TANGA,Kwaluguru
TANGA,Kwamatuku
TANGA,kwamgwe
TANGA,Kwamsisi
TANGA,Kwankonje
TANGA,Kwasunga
TANGA,Kwedizinga
TANGA,Mazingara
TANGA,Mgambo
TANGA,Misima
TANGA,Mkata
TANGA,Ndolwa
TANGA,Segera
TANGA,Sindeni
TANGA,Chanika
TANGA,Kideleko
TANGA,Konje
TANGA,Kwamagome
TANGA,Kwediyamba
TANGA,Kwenjugo
TANGA,Mabanda
TANGA,Malezi
TANGA,Mdoe
TANGA,Mlimani
TANGA,Msasa
TANGA,Vibaoni
TANGA,Bokwa
TANGA,Jaila
TANGA,Kibirashi
TANGA,Kikunde
TANGA,Kilindi
TANGA,Kilwa
TANGA,Kimbe
TANGA,Kisangasa
TANGA,Kwediboma
TANGA,Kwekivu
TANGA,Lwande
TANGA,Mabalanga
TANGA,Masagalu
TANGA,Mkindi
TANGA,Msanja
TANGA,Mvungwe
TANGA,Negero
TANGA,Pagwi
TANGA,Saunyi
TANGA,Songe
TANGA,Tunguli
TANGA,Bungu
TANGA,Chekelei
TANGA,Dindira
TANGA,Kerenge
TANGA,Kizara
TANGA,Kwagunda
TANGA,Kwashemshi
TANGA,Lutindi
TANGA,Magamba kwalukonge
TANGA,Magoma
TANGA,Makuyuni
TANGA,Mashewa
TANGA,Mazinde
TANGA,Mkalamo
TANGA,Mkomazi
TANGA,Mnyuzi
TANGA,Mombo
TANGA,Mpale
TANGA,Mswaha
TANGA,Vugiri
TANGA,Kilole
TANGA,Kwamndolwa
TANGA,Magunga
TANGA,Manundu
TANGA,Mgombezi
TANGA,Mtonga
TANGA,Old Korogwe
TANGA,Dule' M'
TANGA,Gare
TANGA,Hemtoye
TANGA,Kwai
TANGA,Kwekanga
TANGA,Kwemashai
TANGA,Kwemshasha
TANGA,Lukozi
TANGA,Lunguza
TANGA,Lushoto
TANGA,Magamba
TANGA,Makanya
TANGA,Malibwi
TANGA,Malindi
TANGA,Manolo
TANGA,Mbaramo
TANGA,Mbaru
TANGA,Mbwei
TANGA,Migambo
TANGA,Mlalo
TANGA,Mlola
TANGA,Mnazi
TANGA,Mng'aro
TANGA,Mtae
TANGA,Mwangoi
TANGA,Ngulwi
TANGA,Ngwelo
TANGA,Rangwi
TANGA,Shagayu
TANGA,Shume
TANGA,Sunga
TANGA,Ubiri
TANGA,Boma
TANGA,Bosha
TANGA,Bwiti
TANGA,Daluni
TANGA,Doda
TANGA,Duga
TANGA,Gombero
TANGA,Kigongoi Magharibi
TANGA,Kigongoi Mashariki
TANGA,Kwale
TANGA,Manza
TANGA,Mapatano
TANGA,Maramba
TANGA,Mayomboni
TANGA,Mhinduro
TANGA,Mkinga
TANGA,Mnyenzani
TANGA,Moa
TANGA,Mtimbwani
TANGA,Mwakijembe
TANGA,Parungu Kasera
TANGA,Sigaya
TANGA,Amani
TANGA,Bwembwera
TANGA,Genge
TANGA,Kicheba
TANGA,Kigombe
TANGA,Kilulu
TANGA,Kwabada
TANGA,Kwafungo
TANGA,Kwemingoji
TANGA,Kwezitu
TANGA,Lusanga
TANGA,Magila
TANGA,Magoroto
TANGA,Majengo
TANGA,Makole
TANGA,Masuguru
TANGA,Mbomole
TANGA,Mhamba
TANGA,Misalai
TANGA,Misozwe
TANGA,Mkuzi
TANGA,Mlingano
TANGA,Mpapayu
TANGA,Mtindiro
TANGA,Ngomeni
TANGA,Nkumba
TANGA,Pande Darajani
TANGA,Potwe
TANGA,Songa
TANGA,Tingeni
TANGA,Tongwe
TANGA,Zirai
TANGA,Bushiri
TANGA,Bweni
TANGA,Kimangia
TANGA,Kipumbwi
TANGA,Madanga
TANGA,Mikinguni
TANGA,Mkwaja
TANGA,Mwera
TANGA,Pangani Magharibi
TANGA,Pangani Mashariki
TANGA,Tungamaa
TANGA,Ubangaa
TANGA,Central
TANGA,Chongoleani
TANGA,Chumbageni
TANGA,Kiomoni
TANGA,Kirare
TANGA,Mabawa
TANGA,Mabokweni
TANGA,Magaoni
TANGA,Makorora
TANGA,Marungu
TANGA,Masiwani
TANGA,Maweni
TANGA,Mnyanjani
TANGA,Msambweni
TANGA,Mwanzage
TANGA,Mzingani
TANGA,Mzizima
TANGA,Ngamiani Kaskazini
TANGA,Ngamiani Kusini
TANGA,Nguvu mali
TANGA,Pongwe
TANGA,Tangasisi
TANGA,Tongoni
TANGA,Usagara
